CLIENTNUM,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,BinnedFeature,OrdinalFeature
714064908,Existing Customer,57,F,1,Graduate,Single,Less than $40K,36,4,2,3,1771.0,1289,482.0,0.26817780394465707,4813,84,0.2334410339256866,0.728,1,0,0,0,Low,High
765847383,Existing Customer,50,M,1,Graduate,Married,$120K +,43,4,5,3,20958.0,0,20958.0,0.22637621430674124,4425,78,0.18739903069466884,0.0,1,0,0,0,Medium,Medium
789531633,Existing Customer,53,F,4,Graduate,Single,Less than $40K,46,4,1,2,4117.0,777,3340.0,0.17427141595525464,5218,88,0.16155088852988694,0.189,1,0,0,0,Low,High
820593033,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,39,3,1,2,18524.0,1736,16788.0,0.2243155725640271,4496,64,0.2374798061389338,0.094,0,0,0,1,Medium,Low
710078358,Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,26,5,1,1,2222.0,1291,931.0,0.2908448631145128,4095,88,0.16962843295638128,0.581,1,0,0,0,Low,Low
715025208,Existing Customer,56,F,2,College,Married,Less than $40K,46,5,3,3,3119.0,1778,1341.0,0.2973211657344716,4168,63,0.22967151319332257,0.5700000000000001,1,0,0,0,Low,High
709596783,Existing Customer,46,M,3,College,Married,$40K - $60K,34,5,1,2,1611.0,0,1611.0,0.21518987341772153,4444,78,0.23074851911685515,0.0,1,0,0,0,Low,Medium
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,44,3,3,3,4090.0,2517,1573.0,0.1654400942007654,2016,49,0.18578352180937,0.615,1,0,0,0,Low,High
787268733,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,46,5,1,2,2442.0,1507,935.0,0.18575213423609066,4535,85,0.2178244480344642,0.617,1,0,0,0,Low,High
789923058,Attrited Customer,53,F,1,High School,Married,$40K - $60K,44,3,3,3,1816.0,0,1816.0,0.2602296143656167,2474,44,0.18632202477113627,0.0,1,0,0,0,Low,High
771079833,Existing Customer,40,F,3,High School,Single,Less than $40K,27,3,3,3,1438.3,0,1438.3,0.24874889608478068,4332,78,0.18739903069466884,0.0,1,0,0,0,Low,Low
710507733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,35,3,3,1,14958.0,1644,13314.0,0.20194289078598765,4038,68,0.13758750673128703,0.11,1,0,0,0,Medium,Low
711627558,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,30,5,1,2,1625.0,912,713.0,0.25816897262290256,3968,73,0.18793753365643515,0.561,1,0,0,0,Low,Low
710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,36,6,3,3,3007.0,2517,490.0,0.25110391521931114,4423,67,0.1817447495961228,0.837,1,0,0,0,Low,Medium
803657133,Existing Customer,60,M,1,Graduate,Single,$40K - $60K,54,6,3,3,1848.0,1408,440.0,0.22931998822490435,4757,75,0.24851911685514275,0.762,1,0,0,0,Low,High
769053033,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,38,3,2,5,4142.0,2517,1625.0,0.2381513099793936,2104,44,0.22428648357565967,0.608,1,0,0,0,Low,Medium
713613258,Existing Customer,46,M,4,High School,Single,$80K - $120K,36,6,1,2,1438.3,0,1438.3,0.21960553429496615,4461,71,0.22105546580506197,0.0,1,0,0,0,Low,Medium
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,39,6,2,3,2202.0,1414,788.0,0.17456579334707092,4531,77,0.14539579967689825,0.642,1,0,0,0,Low,Medium
720782658,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,36,4,2,3,3591.0,1749,1842.0,0.21577862820135413,5079,80,0.24367259019924611,0.487,1,0,0,0,Low,Low
768162108,Attrited Customer,49,M,3,College,Married,$120K +,43,5,3,3,4781.0,0,4781.0,0.23196938475125112,2451,50,0.17959073774905765,0.0,1,0,0,0,Low,Medium
714516033,Existing Customer,53,M,3,High School,Married,$120K +,44,4,2,0,9025.0,1005,8020.0,0.16720635855166324,4412,87,0.19009154550350027,0.111,1,0,0,0,Low,High
788630958,Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,28,3,1,2,11627.0,0,11627.0,0.18781277597880483,3264,67,0.10662358642972537,0.0,1,0,0,0,Medium,Medium
716292033,Existing Customer,37,F,4,High School,Single,Less than $40K,36,6,2,3,1438.3,0,1438.3,0.16720635855166324,4815,84,0.21190091545503503,0.0,1,0,0,0,Low,Low
780372408,Existing Customer,43,F,5,High School,Single,Less than $40K,33,6,2,2,4976.0,866,4110.0,0.28996173093906386,4317,69,0.1529348411416263,0.17400000000000002,1,0,0,0,Low,Low
823507833,Existing Customer,44,M,4,High School,Single,$60K - $80K,40,4,3,2,14370.0,945,13425.0,0.16396820724168384,4510,79,0.1739364566505116,0.066,1,0,0,0,Medium,Medium
711111633,Existing Customer,60,M,1,High School,Single,$40K - $60K,49,5,2,2,21681.0,0,21681.0,0.2072416838386812,3844,75,0.2915993537964459,0.0,0,0,0,1,Medium,High
709904508,Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,40,5,3,3,2634.0,1644,990.0,0.3214601118634089,4190,71,0.19709208400646205,0.624,1,0,0,0,Low,High
712022883,Existing Customer,37,F,2,High School,Single,$40K - $60K,27,4,1,2,2204.0,919,1285.0,0.20959670297321165,4555,82,0.2692514808831449,0.417,1,0,0,0,Low,Low
714581358,Attrited Customer,48,F,3,Graduate,Single,Less than $40K,43,3,3,4,1502.0,0,1502.0,0.15572564027082722,2204,36,0.11847065158858375,0.0,1,0,0,0,Low,Medium
825831933,Existing Customer,52,F,3,High School,Married,Less than $40K,48,4,2,2,3136.0,1103,2033.0,0.2390344421548425,4528,81,0.23801830910070007,0.352,1,0,0,0,Low,High
720274158,Existing Customer,42,F,4,High School,Married,Less than $40K,35,4,2,2,4478.0,1700,2778.0,0.19281719163968208,3879,76,0.33252557889068396,0.38,1,0,0,0,Low,Low
794253108,Existing Customer,52,M,4,Graduate,Single,$40K - $60K,46,3,3,2,13090.0,0,13090.0,0.22078304386223138,3851,78,0.2692514808831449,0.0,1,0,0,0,Medium,High
720899883,Existing Customer,44,F,1,High School,Married,$40K - $60K,35,6,2,2,6849.0,0,6849.0,0.21666176037680307,3770,82,0.23263327948303716,0.0,1,0,0,0,Low,Medium
714313608,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,36,5,3,0,4228.0,1886,2342.0,0.316750073594348,4356,74,0.18362950996230482,0.446,1,0,0,0,Low,Low
716602683,Existing Customer,49,F,3,Graduate,Married,$40K - $60K,36,3,3,2,5678.0,2082,3596.0,0.24433323520753608,5092,70,0.1903607969843834,0.367,1,0,0,0,Low,Medium
715928808,Existing Customer,42,F,2,High School,Married,Less than $40K,31,3,5,2,3964.0,1218,2746.0,0.17456579334707092,4580,75,0.3820678513731826,0.307,1,0,0,0,Low,Low
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,37,5,2,4,7970.0,2434,5536.0,0.11951722107742126,1263,27,0.09423801830910071,0.305,1,0,0,0,Low,Medium
709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,32,3,2,2,1942.0,0,1942.0,0.10774212540476891,1853,31,0.0288099084544965,0.0,1,0,0,0,Low,Medium
721137558,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,28,1,2,3,5821.0,894,4927.0,0.13570797762731823,2011,42,0.07350565428109855,0.154,1,0,0,0,Low,Low
822959133,Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,26,4,3,3,3174.0,2084,1090.0,0.1872240211951722,4508,83,0.2894453419493807,0.657,1,0,0,0,Low,Low
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,36,4,3,3,1438.3,0,1438.3,0.21607300559317044,4302,74,0.2051696284329564,0.0,1,0,0,0,Low,Low
713607108,Existing Customer,46,F,2,College,Divorced,Less than $40K,31,6,1,2,1852.0,1428,424.0,0.2340300264939653,4486,61,0.22832525578890686,0.771,1,0,0,0,Low,Medium
709729533,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,39,4,3,1,1809.0,457,1352.0,0.2069473064468649,2169,49,0.13058696822832527,0.253,1,0,0,0,Low,Medium
717890583,Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,38,4,1,2,3503.0,1572,1931.0,0.25493082131292316,4671,93,0.17016693591814758,0.449,1,0,0,0,Low,Medium
718384233,Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,39,4,2,2,17835.0,868,16967.0,0.21283485428319104,4258,58,0.1768982229402262,0.049,0,0,0,1,Medium,High
713401758,Existing Customer,45,M,2,Uneducated,Married,$120K +,36,6,2,3,3383.0,1458,1925.0,0.1995878716514572,4897,75,0.15131933225632743,0.431,1,0,0,0,Low,Medium
713556033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,22,5,2,3,1438.3,790,648.3,0.18104209596702972,3959,59,0.1978998384491115,0.549,1,0,0,0,Low,Low
719265108,Existing Customer,42,F,3,High School,Married,Less than $40K,33,6,3,2,3815.0,1190,2625.0,0.2508095378274948,4430,94,0.19951534733441034,0.312,1,0,0,0,Low,Low
778740708,Existing Customer,39,F,3,Graduate,Married,Less than $40K,27,3,3,2,1902.0,962,940.0,0.15719752722990876,4203,69,0.19520732364028004,0.506,1,0,0,0,Low,Low
710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,36,5,2,3,2077.0,1254,823.0,0.2416838386811893,4226,75,0.3077544426494346,0.604,1,0,0,0,Low,Low
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,36,4,3,4,2514.0,2090,424.0,0.24786576390933177,2603,53,0.1631663974151858,0.8310000000000001,1,0,0,0,Low,Medium
779954658,Existing Customer,56,M,4,High School,Single,$80K - $120K,40,4,3,3,34516.0,0,34516.0,0.249043273476597,4714,82,0.20059235325794295,0.0,1,0,0,0,High,High
714204108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,38,3,3,0,2144.0,1492,652.0,0.2826022961436562,3859,55,0.15374259558427575,0.6960000000000001,1,0,0,0,Low,Medium
805546308,Existing Customer,65,F,0,High School,Single,Less than $40K,56,3,3,2,5951.0,2517,3434.0,0.2316750073594348,4554,83,0.18686052773290257,0.423,1,0,0,0,Low,High
802878408,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,47,6,2,2,2799.0,0,2799.0,0.2028260229614366,4116,88,0.15374259558427575,0.0,1,0,0,0,Low,High
794558658,Existing Customer,49,F,4,Graduate,Married,Less than $40K,34,3,1,3,2560.0,1430,1130.0,0.22549308213129232,4783,86,0.21324717285945075,0.559,1,0,0,0,Low,Medium
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,36,6,2,2,5821.0,0,5821.0,0.252870179570209,4591,70,0.3198707592891761,0.0,1,0,0,0,Low,Low
708260208,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,36,4,3,2,2057.0,1279,778.0,0.1654400942007654,4321,76,0.18551427032848683,0.622,1,0,0,0,Low,Low
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,42,5,2,3,1972.0,1489,483.0,0.20312040035325288,4715,66,0.17501346257404418,0.755,1,0,0,0,Low,Medium
719656533,Existing Customer,44,M,3,High School,Married,$60K - $80K,36,6,2,3,2675.0,0,2675.0,0.206064174271416,4149,79,0.19305331179321486,0.0,1,0,0,0,Low,Medium
719709558,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,33,3,1,2,6223.0,2126,4097.0,0.2004710038269061,4518,79,0.21405492730210018,0.342,1,0,0,0,Low,Medium
713105508,Existing Customer,46,M,3,High School,Single,$60K - $80K,29,4,3,3,34516.0,2040,32476.0,0.2249043273476597,3754,53,0.2794830371567044,0.059000000000000004,0,0,0,1,High,Medium
710719683,Existing Customer,49,F,1,High School,Divorced,$40K - $60K,43,3,3,2,3054.0,845,2209.0,0.21518987341772153,4460,88,0.18632202477113627,0.277,1,0,0,0,Low,Medium
817892208,Existing Customer,35,F,2,Doctorate,Single,Less than $40K,30,5,1,1,1438.3,0,1438.3,0.33146894318516334,4006,72,0.2547119009154551,0.0,1,0,0,0,Low,Low
714102183,Attrited Customer,50,M,3,Uneducated,Single,$120K +,36,1,2,3,7970.0,2282,5688.0,0.0824256697085664,1872,41,0.05546580506192785,0.28600000000000003,1,0,0,0,Low,Medium
719445633,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,36,4,2,3,1601.0,0,1601.0,0.24403885781571977,4919,69,0.29375336564351107,0.0,1,0,0,0,Low,High
709820658,Existing Customer,45,M,4,High School,Married,$80K - $120K,36,3,2,3,34516.0,1170,33346.0,0.1995878716514572,3785,64,0.16155088852988694,0.034,1,0,0,0,High,Medium
718481283,Existing Customer,51,F,1,High School,Married,Less than $40K,43,5,1,3,1822.0,1114,708.0,0.1586694141889903,5210,73,0.14889606892837914,0.611,1,0,0,0,Low,High
789300408,Existing Customer,41,M,4,High School,Married,Less than $40K,30,3,2,2,1614.0,700,914.0,0.24786576390933177,4293,87,0.21863220247711365,0.434,1,0,0,0,Low,Low
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,23,4,1,3,2543.0,1156,1387.0,0.18869590815425377,3864,64,0.18416801292407112,0.455,1,0,0,0,Low,Low
717139608,Existing Customer,50,F,2,College,Divorced,Less than $40K,36,3,2,3,3462.0,1817,1645.0,0.2110685899322932,4635,65,0.191437802907916,0.525,1,0,0,0,Low,Medium
717626508,Existing Customer,44,F,3,Graduate,Married,Less than $40K,36,3,3,1,1699.0,0,1699.0,0.19222843685604946,5495,87,0.172859450726979,0.0,1,0,0,0,Low,Medium
716216958,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,42,6,1,1,4429.0,883,3546.0,0.20253164556962028,4386,63,0.1445880452342488,0.199,1,0,0,0,Low,Medium
718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,53,4,1,3,2418.0,2205,213.0,0.24727700912569914,3918,74,0.1373182552504039,0.912,1,0,0,0,Low,High
716298633,Existing Customer,56,F,1,Graduate,Single,Less than $40K,47,5,2,3,2086.0,1792,294.0,0.252870179570209,5774,84,0.2447495961227787,0.859,1,0,0,0,Low,High
755661933,Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,41,5,3,3,1899.0,671,1228.0,0.21666176037680307,2434,45,0.10931610123855683,0.353,1,0,0,0,Low,Medium
712914783,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,31,4,1,2,7564.0,0,7564.0,0.17957020900794818,4743,82,0.2213247172859451,0.0,1,0,0,0,Low,Low
711240108,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,31,3,2,2,13116.0,1225,11891.0,0.21636738298498676,4800,61,0.16289714593430266,0.093,1,0,0,0,Medium,Low
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than $40K,36,3,1,3,1438.3,606,832.3,0.2037091551368855,5062,80,0.22024771136241253,0.421,1,0,0,0,Low,Low
715636533,Existing Customer,48,F,3,High School,Married,Less than $40K,36,4,1,2,3716.0,0,3716.0,0.26081836914924933,4833,73,0.14028002154011848,0.0,1,0,0,0,Low,Medium
716669658,Attrited Customer,51,F,1,High School,Single,Less than $40K,33,6,3,3,2006.0,1608,398.0,0.30703561966440973,2760,38,0.17555196553581046,0.802,1,0,0,0,Low,High
718212633,Existing Customer,45,F,4,High School,Married,$40K - $60K,36,5,2,1,2948.0,2232,716.0,0.2525758021783927,3635,79,0.156165858912224,0.757,1,0,0,0,Low,Medium
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,36,3,2,3,1438.3,670,768.3,0.26758904916102444,4321,83,0.2164781906300485,0.466,1,0,0,0,Low,Low
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,46,5,3,1,4669.0,1913,2756.0,0.17397703856343832,4363,73,0.26198169089929996,0.41000000000000003,1,0,0,0,Low,High
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,35,5,2,2,13994.0,0,13994.0,0.16779511333529587,3299,63,0.22967151319332257,0.0,0,0,0,1,Medium,Medium
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,51,3,5,3,8760.0,0,8760.0,0.21371798645863996,2460,39,0.15078082929456116,0.0,1,0,0,0,Low,High
708113208,Existing Customer,53,F,1,High School,Married,Less than $40K,36,3,2,2,1688.0,0,1688.0,0.18869590815425377,4375,69,0.16289714593430266,0.0,1,0,0,0,Low,High
720043533,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,26,6,2,0,4534.0,917,3617.0,0.24727700912569914,4211,66,0.16424340333871837,0.202,1,0,0,0,Low,Low
801083133,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,51,5,3,3,3545.0,1446,2099.0,0.18781277597880483,3691,69,0.24690360796984387,0.40800000000000003,1,0,0,0,Low,High
716246733,Existing Customer,57,F,2,College,Single,Less than $40K,49,4,2,2,1857.0,1528,329.0,0.20547541948778336,4681,71,0.23371028540656974,0.8230000000000001,1,0,0,0,Low,High
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,37,3,1,2,1438.3,765,673.3,0.18957904032970269,4053,66,0.18632202477113627,0.532,1,0,0,0,Low,Low
718890933,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,27,3,2,2,1438.3,0,1438.3,0.2001766264350898,2429,38,0.17555196553581046,0.0,1,0,0,0,Low,Medium
711148308,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,46,4,2,2,9357.0,1285,8072.0,0.20429790992051813,4173,77,0.191437802907916,0.137,1,0,0,0,Low,High
712810233,Existing Customer,40,F,2,Graduate,Married,Less than $40K,36,3,2,3,2423.0,1674,749.0,0.18957904032970269,4258,80,0.14485729671513195,0.6910000000000001,1,0,0,0,Low,Low
714098883,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,36,5,2,2,1936.0,1613,323.0,0.24757138651751545,4773,80,0.22024771136241253,0.833,1,0,0,0,Low,Medium
779327733,Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,25,4,3,3,1783.0,1014,769.0,0.281424786576391,3861,81,0.15024232633279486,0.5690000000000001,1,0,0,0,Low,Low
710461083,Existing Customer,56,F,2,Graduate,Single,Less than $40K,46,4,1,3,1438.3,0,1438.3,0.1831027377097439,4333,84,0.22240172320947768,0.0,1,0,0,0,Low,High
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,36,6,3,2,10580.0,1023,9557.0,0.2670002943773918,4721,81,0.21540118470651592,0.097,0,0,0,1,Low,Medium
813182658,Existing Customer,49,F,4,High School,Married,Less than $40K,44,4,2,3,1656.0,929,727.0,0.26435089785104504,4408,79,0.18336025848142168,0.561,1,0,0,0,Low,Medium
781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,23,5,3,2,3279.0,0,3279.0,0.225198704739476,5048,75,0.24851911685514275,0.0,1,0,0,0,Low,Low
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,44,6,2,3,2578.0,1590,988.0,0.1934059464233147,4683,89,0.16639741518578352,0.617,1,0,0,0,Low,Medium
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,30,3,3,3,4068.0,0,4068.0,0.32999705622608183,5161,83,0.206246634356489,0.0,1,0,0,0,Low,Medium
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,36,5,2,3,2128.0,528,1600.0,0.15454813070356196,2289,41,0.11147011308562199,0.248,1,0,0,0,Low,Low
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,31,4,3,4,2704.0,2262,442.0,0.2561083308801884,2362,39,0.11954765751211632,0.837,1,0,0,0,Low,Medium
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,36,3,2,6,9909.0,0,9909.0,0.13717986458639977,1844,41,0.17232094776521273,0.0,1,0,0,0,Low,High
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,50,3,2,3,1665.0,983,682.0,0.26170150132469827,4420,86,0.1938610662358643,0.59,1,0,0,0,Low,High
708949908,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,42,1,3,2,1656.0,0,1656.0,0.18428024727700912,2073,44,0.22428648357565967,0.0,1,0,0,0,Low,Medium
718696458,Existing Customer,52,F,1,Graduate,Married,Less than $40K,42,4,2,3,2012.0,1230,782.0,0.19664409773329408,3822,68,0.17743672590199247,0.611,1,0,0,0,Low,High
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,31,6,1,1,2837.0,1807,1030.0,0.17927583161613186,4279,83,0.16882067851373184,0.637,1,0,0,0,Low,Low
721511883,Existing Customer,40,F,3,Graduate,Single,Less than $40K,28,6,2,2,1709.0,0,1709.0,0.20164851339417134,4981,79,0.26252019386106623,0.0,1,0,0,0,Low,Low
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,44,3,3,3,24028.0,0,24028.0,0.14601118634088903,3531,73,0.1987075928917609,0.0,1,0,0,0,High,High
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,34,4,2,2,9124.0,2126,6998.0,0.13217544892552252,4564,65,0.1475498115239634,0.233,1,0,0,0,Low,Low
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,36,4,3,2,1936.0,1101,835.0,0.28966735354724754,4578,70,0.24017232094776522,0.5690000000000001,1,0,0,0,Low,High
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,41,5,2,3,8051.0,2138,5913.0,0.21077421254047687,4370,83,0.23855681206246637,0.266,1,0,0,0,Low,Medium
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,36,5,1,3,3635.0,1617,2018.0,0.24374448042390345,4045,62,0.28729133010231556,0.445,1,0,0,0,Low,Low
716236683,Existing Customer,46,F,1,High School,Married,Less than $40K,37,4,2,2,2532.0,1487,1045.0,0.17103326464527524,4143,71,0.2770597738287561,0.587,1,0,0,0,Low,Medium
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,24,3,2,3,4304.0,0,4304.0,0.053871062702384453,1788,36,0.024501884760366185,0.0,1,0,0,0,Low,Low
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,33,3,1,3,1830.0,650,1180.0,0.21312923167500736,4838,71,0.2617124394184168,0.355,1,0,0,0,Low,Medium
721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,23,4,3,3,7607.0,2170,5437.0,0.1109802767147483,4495,77,0.18147549811523966,0.28500000000000003,1,0,0,0,Low,Low
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,36,3,3,5,2060.0,0,2060.0,0.07388872534589344,1976,44,0.06919763058696823,0.0,1,0,0,0,Low,High
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,40,3,2,2,1438.3,906,532.3,0.1592581689726229,4457,84,0.19224555735056542,0.63,1,0,0,0,Low,Medium
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,28,4,3,3,3126.0,1503,1623.0,0.2625846335001472,3662,74,0.1733979536887453,0.481,1,0,0,0,Low,Low
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,27,4,6,3,6885.0,1611,5274.0,0.28113040918457466,3804,67,0.23182552504038773,0.234,1,0,0,0,Low,Medium
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,17,4,2,3,2787.0,1761,1026.0,0.1972328525169267,4358,89,0.17447495961227788,0.632,1,0,0,0,Low,Low
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,45,6,3,2,1867.0,1478,389.0,0.21401236385045627,4097,70,0.1903607969843834,0.792,1,0,0,0,Low,Medium
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,40,6,4,3,2473.0,0,2473.0,0.16102443332352076,2133,44,0.1128163704900377,0.0,1,0,0,0,Low,Medium
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,30,6,3,2,4640.0,1555,3085.0,0.22961436561672063,3870,70,0.1903607969843834,0.335,1,0,0,0,Low,Low
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,29,6,3,0,2712.0,2411,301.0,0.24845451869296437,5201,82,0.24421109316101242,0.889,1,0,0,0,Low,Medium
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,43,4,2,3,1438.3,721,717.3,0.1769208124816014,4606,86,0.2571351642434034,0.501,1,0,0,0,Low,High
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,36,3,2,3,14409.0,511,13898.0,0.23520753606123052,2351,39,0.08077544426494347,0.035,1,0,0,0,Medium,Medium
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,36,5,3,3,1665.0,0,1665.0,0.2973211657344716,2748,40,0.08966074313408724,0.0,1,0,0,0,Low,High
718586133,Existing Customer,43,F,3,Graduate,Married,Less than $40K,31,6,1,3,2639.0,0,2639.0,0.2625846335001472,4892,85,0.2075928917609047,0.0,1,0,0,0,Low,Low
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,48,6,1,1,2338.0,1566,772.0,0.15690314983809245,3964,69,0.13462574044157244,0.67,1,0,0,0,Low,High
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,40,3,3,0,2774.0,1362,1412.0,0.25493082131292316,4802,91,0.18443726440495425,0.491,1,0,0,0,Low,High
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,23,6,3,3,2317.0,1301,1016.0,0.2722990874300854,4161,71,0.32821755519655366,0.562,1,0,0,0,Low,Low
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,43,5,2,1,2239.0,1340,899.0,0.193700323815131,4540,73,0.15805061927840602,0.598,1,0,0,0,Low,High
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,32,6,3,3,2225.0,0,2225.0,0.312040035325287,4917,84,0.20193861066235866,0.0,1,0,0,0,Low,Low
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,41,6,2,3,1519.0,1148,371.0,0.22578745952310864,4927,73,0.1987075928917609,0.756,1,0,0,0,Low,High
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,35,6,1,1,2141.0,1176,965.0,0.21960553429496615,4317,64,0.20947765212708672,0.549,1,0,0,0,Low,High
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,29,4,1,2,2616.0,1786,830.0,0.25787459523108625,5219,63,0.20193861066235866,0.683,1,0,0,0,Low,Low
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,25,3,1,1,5494.0,1356,4138.0,0.13629673241095083,3566,81,0.23801830910070007,0.247,1,0,0,0,Low,Low
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,40,3,5,1,2003.0,1735,268.0,0.25169267000294376,2343,42,0.09558427571351642,0.866,1,0,0,0,Low,High
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,36,3,1,2,2092.0,1499,593.0,0.23874006476302623,4130,80,0.31287022078621435,0.717,1,0,0,0,Low,Medium
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,36,6,3,2,6606.0,2517,4089.0,0.24286134824845454,4493,68,0.17743672590199247,0.381,1,0,0,0,Low,Medium
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,36,5,3,2,7075.0,1676,5399.0,0.3732705328230792,4160,75,0.17959073774905765,0.23700000000000002,1,0,0,0,Low,High
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,40,6,1,2,4274.0,1680,2594.0,0.22961436561672063,4820,60,0.20597738287560582,0.393,1,0,0,0,Low,Medium
